time_s,phase,conveyor_velocity_mps,st1_s0_arrival,st1_s1_part_a_seated,st1_s2_part_b_seated,st1_s3_alignment_ok,st2_s0_assembly_present,st2_s1_screw_loaded,st2_s2_assembly_exit,torque_nm,screw_angle_deg,st3_s0_arrival,st3_s1_check,st3_s2_check,st3_s3_check,st3_s4_check,st3_s5_check,st3_s6_check
25.9,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
26.0,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
26.1,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
26.2,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
26.3,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
26.4,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
26.5,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
26.6,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
26.7,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
26.8,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
26.9,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
27.0,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
27.1,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
27.2,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
27.3,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
27.4,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
27.5,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
27.6,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
27.7,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
27.8,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
27.9,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
28.0,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
28.1,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
28.2,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
28.3,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
28.4,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
28.5,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
28.6,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
28.7,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
28.8,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
28.9,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
29.0,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
29.1,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
29.2,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
29.3,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
29.4,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
29.5,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
29.6,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
29.7,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
29.8,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
29.9,transport_to_station_2,0.25,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
30.0,station_2_fastening,0.0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0
30.1,station_2_fastening,0.0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0
30.2,station_2_fastening,0.0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0
30.3,station_2_fastening,0.0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0
30.4,station_2_fastening,0.0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0
30.5,station_2_fastening,0.0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0
30.6,station_2_fastening,0.0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0
30.7,station_2_fastening,0.0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0
30.8,station_2_fastening,0.0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0
30.9,station_2_fastening,0.0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0
31.0,station_2_fastening,0.0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0
31.1,station_2_fastening,0.0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0
31.2,station_2_fastening,0.0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0
31.3,station_2_fastening,0.0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0
31.4,station_2_fastening,0.0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0
31.5,station_2_fastening,0.0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0
31.6,station_2_fastening,0.0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0
31.7,station_2_fastening,0.0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0
31.8,station_2_fastening,0.0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0
31.9,station_2_fastening,0.0,0,0,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0
32.0,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
32.1,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
32.2,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
32.3,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
32.4,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
32.5,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
32.6,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
32.7,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
32.8,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
32.9,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0
33.0,station_2_fastening,0.0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0
33.1,station_2_fastening,0.0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0
33.2,station_2_fastening,0.0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0
33.3,station_2_fastening,0.0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0
33.4,station_2_fastening,0.0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0
33.5,station_2_fastening,0.0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0
33.6,station_2_fastening,0.0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0
33.7,station_2_fastening,0.0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0
33.8,station_2_fastening,0.0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0
33.9,station_2_fastening,0.0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0
34.0,station_2_fastening,0.0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0
34.1,station_2_fastening,0.0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0
34.2,station_2_fastening,0.0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0
34.3,station_2_fastening,0.0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0
34.4,station_2_fastening,0.0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0
34.5,station_2_fastening,0.0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0
34.6,station_2_fastening,0.0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0
34.7,station_2_fastening,0.0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0
34.8,station_2_fastening,0.0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0
34.9,station_2_fastening,0.0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0
35.0,station_2_fastening,0.0,0,0,0,0,0,1,0,0.0,0.0,0,0,0,0,0,0,0
35.1,station_2_fastening,0.0,0,0,0,0,0,1,0,0.75,180.0,0,0,0,0,0,0,0
35.2,station_2_fastening,0.0,0,0,0,0,0,1,0,1.5,360.0,0,0,0,0,0,0,0
35.3,station_2_fastening,0.0,0,0,0,0,0,1,0,1.5,540.0,0,0,0,0,0,0,0
35.4,station_2_fastening,0.0,0,0,0,0,0,1,0,1.5,720.0,0,0,0,0,0,0,0
35.5,station_2_fastening,0.0,0,0,0,0,0,1,0,1.5,900.0,0,0,0,0,0,0,0
35.6,station_2_fastening,0.0,0,0,0,0,0,1,0,1.5,1080.0,0,0,0,0,0,0,0
35.7,station_2_fastening,0.0,0,0,0,0,0,1,0,1.5,1260.0,0,0,0,0,0,0,0
35.8,station_2_fastening,0.0,0,0,0,0,0,1,0,1.5,1440.0,0,0,0,0,0,0,0
35.9,station_2_fastening,0.0,0,0,0,0,0,1,0,1.5,1620.0,0,0,0,0,0,0,0
36.0,station_2_fastening,0.0,0,0,0,0,0,1,0,1.5,1800.0,0,0,0,0,0,0,0
36.1,station_2_fastening,0.0,0,0,0,0,0,1,0,1.5,1980.0,0,0,0,0,0,0,0
36.2,station_2_fastening,0.0,0,0,0,0,0,1,0,1.5,2160.0,0,0,0,0,0,0,0
36.3,station_2_fastening,0.0,0,0,0,0,0,1,0,1.5,2340.0,0,0,0,0,0,0,0
36.4,station_2_fastening,0.0,0,0,0,0,0,1,0,1.5,2520.0,0,0,0,0,0,0,0
36.5,station_2_fastening,0.0,0,0,0,0,0,1,0,1.5,2700.0,0,0,0,0,0,0,0
36.6,station_2_fastening,0.0,0,0,0,0,0,1,0,1.5,2880.0,0,0,0,0,0,0,0
36.7,station_2_fastening,0.0,0,0,0,0,0,1,0,1.5,3060.0,0,0,0,0,0,0,0
36.8,station_2_fastening,0.0,0,0,0,0,0,1,0,1.5,3240.0,0,0,0,0,0,0,0
36.9,station_2_fastening,0.0,0,0,0,0,0,1,0,1.5,3420.0,0,0,0,0,0,0,0
37.0,station_2_fastening,0.0,0,0,0,0,0,1,0,1.5,3600.0,0,0,0,0,0,0,0
37.1,station_2_fastening,0.0,0,0,0,0,0,1,0,1.5,3780.0,0,0,0,0,0,0,0
37.2,station_2_fastening,0.0,0,0,0,0,0,1,0,1.5,3960.0,0,0,0,0,0,0,0
37.3,station_2_fastening,0.0,0,0,0,0,0,1,0,1.5,4140.0,0,0,0,0,0,0,0
37.4,station_2_fastening,0.0,0,0,0,0,0,1,0,1.5,4320.0,0,0,0,0,0,0,0
37.5,station_2_fastening,0.0,0,0,0,0,0,1,0,3.25,4320.0,0,0,0,0,0,0,0
37.6,station_2_fastening,0.0,0,0,0,0,0,1,0,5.0,4320.0,0,0,0,0,0,0,0
37.7,station_2_fastening,0.0,0,0,0,0,0,1,0,6.75,4320.0,0,0,0,0,0,0,0
37.8,station_2_fastening,0.0,0,0,0,0,0,1,0,8.5,4320.0,0,0,0,0,0,0,0
37.9,station_2_fastening,0.0,0,0,0,0,0,1,0,10.25,4320.0,0,0,0,0,0,0,0
38.0,station_2_fastening,0.0,0,0,0,0,0,1,0,12.0,4320.0,0,0,0,0,0,0,0
38.1,station_2_fastening,0.0,0,0,0,0,0,1,0,12.0,4320.0,0,0,0,0,0,0,0
38.2,station_2_fastening,0.0,0,0,0,0,0,1,0,12.0,4320.0,0,0,0,0,0,0,0
38.3,station_2_fastening,0.0,0,0,0,0,0,1,0,12.0,4320.0,0,0,0,0,0,0,0
38.4,station_2_fastening,0.0,0,0,0,0,0,1,0,12.0,4320.0,0,0,0,0,0,0,0
38.5,station_2_fastening,0.0,0,0,0,0,0,1,0,12.0,4320.0,0,0,0,0,0,0,0
38.6,station_2_fastening,0.0,0,0,0,0,0,1,0,12.0,4320.0,0,0,0,0,0,0,0
38.7,station_2_fastening,0.0,0,0,0,0,0,1,0,12.0,4320.0,0,0,0,0,0,0,0
38.8,station_2_fastening,0.0,0,0,0,0,0,1,0,12.0,4320.0,0,0,0,0,0,0,0
38.9,station_2_fastening,0.0,0,0,0,0,0,1,0,12.0,4320.0,0,0,0,0,0,0,0
39.0,station_2_fastening,0.0,0,0,0,0,0,1,0,12.0,4320.0,0,0,0,0,0,0,0
39.1,station_2_fastening,0.0,0,0,0,0,0,1,0,9.6,4320.0,0,0,0,0,0,0,0
39.2,station_2_fastening,0.0,0,0,0,0,0,1,0,7.2,4320.0,0,0,0,0,0,0,0
39.3,station_2_fastening,0.0,0,0,0,0,0,1,0,4.8,4320.0,0,0,0,0,0,0,0
39.4,station_2_fastening,0.0,0,0,0,0,0,1,0,2.4,4320.0,0,0,0,0,0,0,0
39.5,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
39.6,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
39.7,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
39.8,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
39.9,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
40.0,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
40.1,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
40.2,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
40.3,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
40.4,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
40.5,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
40.6,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
40.7,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
40.8,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
40.9,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
41.0,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
41.1,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
41.2,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
41.3,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
41.4,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
41.5,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
41.6,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
41.7,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
41.8,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
41.9,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
42.0,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
42.1,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
42.2,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
42.3,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
42.4,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
42.5,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
42.6,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
42.7,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
42.8,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
42.9,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
43.0,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
43.1,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
43.2,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
43.3,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
43.4,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
43.5,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
43.6,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
43.7,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
43.8,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
43.9,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
44.0,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
44.1,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
44.2,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
44.3,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
44.4,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
44.5,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
44.6,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
44.7,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
44.8,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
44.9,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
45.0,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
45.1,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
45.2,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
45.3,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
45.4,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
45.5,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
45.6,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
45.7,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
45.8,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
45.9,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
46.0,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
46.1,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
46.2,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
46.3,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
46.4,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
46.5,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
46.6,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
46.7,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
46.8,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
46.9,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
47.0,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
47.1,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
47.2,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
47.3,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
47.4,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
47.5,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
47.6,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
47.7,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
47.8,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
47.9,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
48.0,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
48.1,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
48.2,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
48.3,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
48.4,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
48.5,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
48.6,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
48.7,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
48.8,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
48.9,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
49.0,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
49.1,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
49.2,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
49.3,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
49.4,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
49.5,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
49.6,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
49.7,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
49.8,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
49.9,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
50.0,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
50.1,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
50.2,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
50.3,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
50.4,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
50.5,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
50.6,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
50.7,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
50.8,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
50.9,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
51.0,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
51.1,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
51.2,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
51.3,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
51.4,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
51.5,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
51.6,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
51.7,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
51.8,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
51.9,station_2_fastening,0.0,0,0,0,0,0,0,0,0.0,4320.0,0,0,0,0,0,0,0
